Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea,Price_per_Room,property_type
Endeavour Hills,6 Fleming Cl,4,h,690000.0,S,O'Brien,1/04/2017,3802,South-Eastern Metropolitan,8443,28.5,Casey City Council,172500.0,House
Epping,50 Farmhouse Bvd,3,h,497000.0,S,Harcourts,1/04/2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,165666.66666666666,House
Epping,24 Guinea Ct,3,h,507500.0,S,Love,1/04/2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,169166.66666666666,House
Epping,29 Inverloch St,5,h,1010000.0,S,Ray,1/04/2017,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,202000.0,House
Essendon,40 Bradshaw St,4,h,1930000.0,S,Nelson,1/04/2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,482500.0,House
Essendon,118 Deakin St,4,h,1399000.0,S,Nelson,1/04/2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,349750.0,House
Essendon,23 Gilbertson St,3,h,1512000.0,S,Nelson,1/04/2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,504000.0,House
Essendon,12 McCarron Pde,4,h,2000000.0,SP,Frank,1/04/2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,500000.0,House
Essendon,6/46 Richardson St,3,u,552000.0,S,Rendina,1/04/2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,184000.0,Unit
Essendon,12/25 Winifred St,2,u,860000.0,S,Nelson,1/04/2017,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,430000.0,Unit
Essendon North,2B Cowper St,4,h,946000.0,S,Nelson,1/04/2017,3041,Western Metropolitan,1308,8.2,Moonee Valley City Council,236500.0,House
Essendon West,32 Garnet St,3,h,1430000.0,S,Nelson,1/04/2017,3040,Western Metropolitan,588,7.5,Moonee Valley City Council,476666.6666666667,House
Fairfield,232 Darebin Rd,4,h,1270000.0,SA,RT,1/04/2017,3078,Northern Metropolitan,2970,5.7,Darebin City Council,317500.0,House
Fawkner,13 Birchwood St,3,h,635000.0,S,Barry,1/04/2017,3060,Northern Metropolitan,5070,13.1,Hume City Council,211666.66666666666,House
Fawkner,22 Emma St,3,h,630000.0,PI,Love,1/04/2017,3060,Northern Metropolitan,5070,13.1,Hume City Council,210000.0,House
Fawkner,9 Emma St,3,h,705000.0,S,Brad,1/04/2017,3060,Northern Metropolitan,5070,13.1,Hume City Council,235000.0,House
Fawkner,13 Minona St,3,t,625000.0,S,Brad,1/04/2017,3060,Northern Metropolitan,5070,13.1,Hume City Council,208333.33333333334,Townhouse
Ferntree Gully,2 California Cr,3,h,665508.0,SP,Barry,1/04/2017,3156,Eastern Metropolitan,10788,24.8,Knox City Council,221836.0,House
Ferntree Gully,32 Gaydon St,3,h,691000.0,S,Win,1/04/2017,3156,Eastern Metropolitan,10788,24.8,Knox City Council,230333.33333333334,House
Ferntree Gully,12 Kingston St,4,h,815000.0,S,Schroeder,1/04/2017,3156,Eastern Metropolitan,10788,24.8,Knox City Council,203750.0,House
Ferntree Gully,50 Wattletree Rd,3,h,730000.0,S,Biggin,1/04/2017,3156,Eastern Metropolitan,10788,24.8,Knox City Council,243333.33333333334,House
Fitzroy,7/19 Victoria St,1,u,720000.0,SP,Jellis,1/04/2017,3065,Northern Metropolitan,5825,2.1,Yarra City Council,720000.0,Unit
Fitzroy North,64 Barkly St,3,h,1890000.0,S,Nelson,1/04/2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council,630000.0,House
Fitzroy North,6 Ivan St,3,h,1454000.0,S,Nelson,1/04/2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council,484666.6666666667,House
Fitzroy North,123 Miller St,4,h,2061000.0,S,Nelson,1/04/2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council,515250.0,House
Fitzroy North,497 Napier St,3,h,1310000.0,SP,Nelson,1/04/2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council,436666.6666666667,House
Fitzroy North,5/240 Queens Pde,2,u,995000.0,S,Nelson,1/04/2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council,497500.0,Unit
Fitzroy North,88 Rowe St,4,h,3259000.0,S,Jellis,1/04/2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council,814750.0,House
Fitzroy North,53 Tait St,2,h,1325000.0,S,Collins,1/04/2017,3068,Northern Metropolitan,6244,3.6,Moreland City Council,662500.0,House
Footscray,509/250 Barkly St,1,u,331000.0,SP,McGrath,1/04/2017,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,331000.0,Unit
Footscray,3 Railway Pl,3,h,1000000.0,PI,Jas,1/04/2017,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,333333.3333333333,House
Footscray,12 Swan St,2,t,771000.0,S,Jas,1/04/2017,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,385500.0,Townhouse
Forest Hill,4 Lowana Cr,3,h,1260000.0,S,Barry,1/04/2017,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,420000.0,House
Frankston,21 Glenview Cr,3,h,508000.0,S,Eview,1/04/2017,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,169333.33333333334,House
Frankston,6 Yuille St,2,h,501500.0,S,McGrath,1/04/2017,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,250750.0,House
Frankston North,5 Silvertop St,3,h,450000.0,S,Aquire,1/04/2017,3200,Eastern Victoria,2500,36.9,Frankston City Council,150000.0,House
Frankston South,56 Christopher Dr,4,h,351000.0,SP,O'Brien,1/04/2017,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,87750.0,House
Gladstone Park,6 Reeves Cl,4,h,650000.0,S,Raine,1/04/2017,3043,Western Metropolitan,3285,12.9,Hume City Council,162500.0,House
Glen Iris,18 Creswick St,3,h,3730000.0,S,Wilson,1/04/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,1243333.3333333333,House
Glen Iris,2A Dundas St,3,h,1225000.0,S,Buxton,1/04/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,408333.3333333333,House
Glen Iris,14b Lithgow St,4,h,1500000.0,VB,Marshall,1/04/2017,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,375000.0,House
Glen Waverley,2/97 Bogong Av,4,t,1100080.0,SP,McGrath,1/04/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,275020.0,Townhouse
Glen Waverley,16 Botanic Dr,4,h,1520000.0,SP,LLC,1/04/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,380000.0,House
Glen Waverley,28 Edith St,7,h,1716000.0,S,Harcourts,1/04/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,245142.85714285713,House
Glen Waverley,40 Fraser St,5,h,1100000.0,PI,Roger,1/04/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,220000.0,House
Glen Waverley,6 Harvie St,4,h,1467000.0,S,Harcourts,1/04/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,366750.0,House
Glen Waverley,24 Pepperell Av,3,h,1600000.0,PI,Fletchers,1/04/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,533333.3333333334,House
Glen Waverley,43 Ranfurlie Dr,4,h,1311000.0,S,Ray,1/04/2017,3150,Eastern Metropolitan,15321,16.7,Monash City Council,327750.0,House
Glenroy,69A Maude Av,3,t,582000.0,S,Eview,1/04/2017,3046,Northern Metropolitan,8870,11.2,Moreland City Council,194000.0,Townhouse
Gowanbrae,29 Balerno Cir,3,h,536000.0,S,Nelson,1/04/2017,3043,Western Metropolitan,1071,12.9,Moreland City Council,178666.66666666666,House
Gowanbrae,140 Gowanbrae Dr,3,h,696000.0,S,Jellis,1/04/2017,3043,Western Metropolitan,1071,12.9,Moreland City Council,232000.0,House
Greensborough,2 Akima Cl,3,h,757000.0,S,Darren,1/04/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,252333.33333333334,House
Greensborough,49 Albion Cr,4,h,860000.0,PI,Ray,1/04/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,215000.0,House
Greensborough,12 Armstrong St,3,h,768000.0,S,Fletchers,1/04/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,256000.0,House
Greensborough,109 Delta Rd,4,h,812000.0,S,Barry,1/04/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,203000.0,House
Greensborough,207 Hickling Av,3,h,782000.0,S,Buckingham,1/04/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,260666.66666666666,House
Greensborough,30 Kempston St,3,h,725000.0,S,Ray,1/04/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,241666.66666666666,House
Greensborough,2/18 Lorimer St,4,h,680000.0,S,Barry,1/04/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,170000.0,House
Greensborough,13 Ridge Rd,3,h,882000.0,S,Darren,1/04/2017,3088,Northern Metropolitan,8524,16.1,Banyule City Council,294000.0,House
Greenvale,2 Wichill Cl,4,h,632000.0,S,Jason,1/04/2017,3059,Northern Metropolitan,4864,20.4,Hume City Council,158000.0,House
Hadfield,4 Knole St,4,h,812000.0,S,Barry,1/04/2017,3046,Northern Metropolitan,2606,11.2,Moreland City Council,203000.0,House
Hadfield,15 Regent St,3,h,837000.0,S,Stockdale,1/04/2017,3046,Northern Metropolitan,2606,11.2,Moreland City Council,279000.0,House
Hadfield,30 Tristan Ct,3,h,473000.0,SP,Nelson,1/04/2017,3046,Northern Metropolitan,2606,11.2,Moreland City Council,157666.66666666666,House
Hampton,21 Grout St,3,h,2288500.0,S,Hodges,1/04/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,762833.3333333334,House
Hampton,307/427 Hampton St,2,u,750000.0,S,hockingstuart,1/04/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,375000.0,Unit
Hampton,2/2 Myrtle Rd,3,t,1510000.0,S,Buxton,1/04/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,503333.3333333333,Townhouse
Hampton,229 Thomas St,3,h,1500000.0,PI,Nick,1/04/2017,3188,Southern Metropolitan,5454,13.8,Bayside City Council,500000.0,House
Hawthorn,6/32 Berkeley St,3,u,855000.0,S,Jellis,1/04/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,285000.0,Unit
Hawthorn,5/35 Elphin Gr,2,u,490000.0,S,Jellis,1/04/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,245000.0,Unit
Hawthorn,1/472 Glenferrie Rd,2,u,620000.0,PI,hockingstuart,1/04/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,310000.0,Unit
Hawthorn,9/578 Glenferrie Rd,2,u,600000.0,S,Marshall,1/04/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,300000.0,Unit
Hawthorn,10/48 Oxley Rd,3,u,975000.0,S,Marshall,1/04/2017,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,325000.0,Unit
Heidelberg,9/106 Brown St,2,u,655000.0,S,Miles,1/04/2017,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,327500.0,Unit
Heidelberg,7 Kent Ct,4,h,1420000.0,S,Miles,1/04/2017,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,355000.0,House
Heidelberg Heights,44 Marie Av,3,h,786000.0,S,Barry,1/04/2017,3081,Eastern Metropolitan,2947,8.8,Banyule City Council,262000.0,House
Heidelberg Heights,4 Spencer St,3,h,959000.0,S,Barry,1/04/2017,3081,Eastern Metropolitan,2947,8.8,Banyule City Council,319666.6666666667,House
Heidelberg West,1 Mulberry Pde,3,h,720000.0,S,Fletchers,1/04/2017,3081,Eastern Metropolitan,2674,8.8,Banyule City Council,240000.0,House
Highett,2 Hazel Av,3,h,1322000.0,S,Buxton,1/04/2017,3190,Southern Metropolitan,4794,16.0,Bayside City Council,440666.6666666667,House
Hillside,5 Anastasia Ct,4,h,612500.0,S,Sweeney,1/04/2017,3037,Western Metropolitan,5556,18.0,Brimbank City Council,153125.0,House
Hillside,8 Honeysuckle Av,4,h,630000.0,SP,Prof.,1/04/2017,3037,Western Metropolitan,5556,18.0,Brimbank City Council,157500.0,House
Hoppers Crossing,98 Barber Dr,4,h,715000.0,S,Greg,1/04/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council,178750.0,House
Hoppers Crossing,30 Elder Rd,4,h,686500.0,S,Ray,1/04/2017,3029,Western Metropolitan,13830,18.4,Wyndham City Council,171625.0,House
Hughesdale,2 Arthur St,2,h,1065000.0,S,hockingstuart,1/04/2017,3166,Southern Metropolitan,3145,12.3,Monash City Council,532500.0,House
Hughesdale,6A Maroo St,4,h,1355000.0,S,Woodards,1/04/2017,3166,Southern Metropolitan,3145,12.3,Monash City Council,338750.0,House
Huntingdale,31 Berkeley St,3,h,1145000.0,S,Ray,1/04/2017,3166,Southern Metropolitan,768,12.3,Monash City Council,381666.6666666667,House
Ivanhoe,13 Dalveen Rd,2,h,792000.0,S,Nelson,1/04/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,396000.0,House
Ivanhoe,107 Ford St,3,h,1440000.0,SP,Nelson,1/04/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,480000.0,House
Ivanhoe,3/6 Merton St,2,u,660000.0,VB,Miles,1/04/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,330000.0,Unit
Ivanhoe,4 Meryton La,3,h,1977000.0,S,Miles,1/04/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,659000.0,House
Ivanhoe,81 The Boulevard,3,h,1840000.0,SP,Nelson,1/04/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,613333.3333333334,House
Ivanhoe,123 Valentine St,4,h,1275000.0,PI,Haughton,1/04/2017,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,318750.0,House
Ivanhoe East,30 Townsend St,3,h,1781000.0,S,Nelson,1/04/2017,3079,Eastern Metropolitan,1554,7.8,Banyule City Council,593666.6666666666,House
Jacana,42 Hales Cr,3,h,575000.0,S,YPA,1/04/2017,3047,Northern Metropolitan,851,14.0,Hume City Council,191666.66666666666,House
Jacana,14 Landy Rd,3,h,542000.0,S,Barry,1/04/2017,3047,Northern Metropolitan,851,14.0,Hume City Council,180666.66666666666,House
Keilor Downs,18 Wimmera Cr,3,h,569000.0,S,Barry,1/04/2017,3038,Western Metropolitan,3656,15.5,Brimbank City Council,189666.66666666666,House
Keilor East,3 Ash Gr,3,h,950000.0,S,Nelson,1/04/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council,316666.6666666667,House
Keilor East,20 Border Dr,4,h,850000.0,S,Nelson,1/04/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council,212500.0,House
Keilor East,165 Sterling Dr,3,h,756000.0,S,Barry,1/04/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council,252000.0,House
Keilor East,42a Wonganella Dr,3,u,680000.0,S,Brad,1/04/2017,3033,Western Metropolitan,5629,11.7,Brimbank City Council,226666.66666666666,Unit
Kensington,14/8 Mawbey St,1,u,360000.0,VB,Edward,1/04/2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,360000.0,Unit
Kensington,202/60 Speakmen St,1,u,325000.0,PI,Edward,1/04/2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,325000.0,Unit
Kensington,141 Stockmans Wy,4,h,1103000.0,S,Jellis,1/04/2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,275750.0,House
Kensington,123 The Crescent,2,h,901000.0,S,Purplebricks,1/04/2017,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,450500.0,House
Kew,4/178 Brougham St,2,u,653000.0,S,Jellis,1/04/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,326500.0,Unit
Kew,119 Derby St,3,h,2000000.0,S,Noel,1/04/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,666666.6666666666,House
Kew,10 Ferguson St,4,h,1610000.0,S,Marshall,1/04/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,402500.0,House
Kew,9 Kellett Gr,4,h,2315000.0,SP,Marshall,1/04/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,578750.0,House
Kew,2 Lalla Ct,3,h,1050000.0,VB,Jellis,1/04/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,350000.0,House
Kew,36 Normanby Rd,3,h,2155000.0,SP,Marshall,1/04/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,718333.3333333334,House
Kew,15/152 Princess St,3,u,830000.0,SP,Jellis,1/04/2017,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,276666.6666666667,Unit
Kew East,6 Meldrum St,4,h,1770000.0,S,Jellis,1/04/2017,3102,Southern Metropolitan,2671,7.3,Boroondara City Council,442500.0,House
Keysborough,12 Warragamba Ct,3,h,600000.0,PI,Ray,1/04/2017,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council,200000.0,House
Lalor,1 Hammersley Ct,3,h,592000.0,S,Iconek,1/04/2017,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,197333.33333333334,House
MacLeod,23 Lookout Ri,4,h,1120000.0,VB,Miles,1/04/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council,280000.0,House
MacLeod,2/12 Oban Wy,3,u,710000.0,S,Darren,1/04/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council,236666.66666666666,Unit
MacLeod,62 Strathallan Rd,3,h,915000.0,S,Ray,1/04/2017,3085,Northern Metropolitan,4168,12.7,Banyule City Council,305000.0,House
Malvern,12/9 Ascot St,1,u,360000.0,PI,Sotheby's,1/04/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,360000.0,Unit
Malvern,21 Embling Rd,4,h,2400000.0,VB,Marshall,1/04/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,600000.0,House
Malvern,9/423 Glenferrie Rd,3,h,1350000.0,S,Kay,1/04/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,450000.0,House
Malvern,6/12 Irving St,1,u,450000.0,S,Jellis,1/04/2017,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,450000.0,Unit
Malvern East,12 Darling Rd,3,h,2000000.0,S,Woodards,1/04/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,666666.6666666666,House
Malvern East,2/37 Darling Rd,3,t,1150000.0,VB,Marshall,1/04/2017,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,383333.3333333333,Townhouse
Maribyrnong,29 Hillsdale Av,3,h,813000.0,S,RT,1/04/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,271000.0,House
Maribyrnong,11/97 Raleigh Rd,2,u,330000.0,S,Raine,1/04/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,165000.0,Unit
Maribyrnong,7 Woodruff Av,5,h,1425000.0,SP,Nelson,1/04/2017,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,285000.0,House
McKinnon,209/66 Bent St,3,u,875000.0,PI,Buxton,1/04/2017,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council,291666.6666666667,Unit
McKinnon,5 Fitzroy St,2,h,1265000.0,S,Buxton,1/04/2017,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council,632500.0,House
McKinnon,48 Lees St,3,h,1200000.0,SP,Buxton,1/04/2017,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council,400000.0,House
Meadow Heights,14 Ironbark Ct,3,h,520000.0,S,Harcourts,1/04/2017,3048,Northern Metropolitan,4704,17.4,Hume City Council,173333.33333333334,House
Melbourne,66/538 Little Lonsdale St,2,u,605000.0,S,McGrath,1/04/2017,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,302500.0,Unit
Melbourne,814/70 Queens Rd,2,u,649000.0,PI,hockingstuart,1/04/2017,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,324500.0,Unit
Melbourne,13/30 Russell St,1,u,440000.0,SP,Harcourts,1/04/2017,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,440000.0,Unit
Melton,19 Joan St,3,h,431000.0,S,Raine,1/04/2017,3337,Western Victoria,3600,31.7,Melton City Council,143666.66666666666,House
Mentone,13 Coolabah St,4,h,1300000.0,S,Buxton,1/04/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,325000.0,House
Mentone,5/30 Riviera St,1,u,337000.0,S,hockingstuart,1/04/2017,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,337000.0,Unit
Mernda,5 Vasari Gdns,4,h,525500.0,S,Harcourts,1/04/2017,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council,131375.0,House
Middle Park,19/109 Nimmo St,2,u,800000.0,S,hockingstuart,1/04/2017,3206,Southern Metropolitan,2019,3.0,Port Phillip City Council,400000.0,Unit
Mill Park,1/12 Buckmaster Dr,3,h,425000.0,S,Love,1/04/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,141666.66666666666,House
Mill Park,33 Buckmaster Dr,3,h,595500.0,S,Harcourts,1/04/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,198500.0,House
Mill Park,6 Hinkler Dr,3,h,660000.0,S,Nelson,1/04/2017,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,220000.0,House
Mitcham,12 Milne St,3,h,1300000.0,SP,Noel,1/04/2017,3132,Eastern Metropolitan,6871,17.2,Whitehorse City Council,433333.3333333333,House
Montmorency,16 Davey Rd,3,h,820000.0,SP,Fletchers,1/04/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,273333.3333333333,House
Montmorency,373 Main Rd,3,h,725000.0,S,hockingstuart/hockingstuart,1/04/2017,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,241666.66666666666,House
Moonee Ponds,67 Bowen St,2,h,1180000.0,S,Nelson,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,590000.0,House
Moonee Ponds,1 Lawson St,2,h,910000.0,S,Brad,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,455000.0,House
Moonee Ponds,33 Lennox St,3,h,887500.0,S,Rendina,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,295833.3333333333,House
Moonee Ponds,6 Lethbridge St,3,h,1143000.0,S,Brad,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,381000.0,House
Moonee Ponds,22 Scotia St,3,h,1117500.0,S,Grantham,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,372500.0,House
Moonee Ponds,51 Wordsworth St,3,h,1330000.0,S,Jellis,1/04/2017,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,443333.3333333333,House
Moorabbin,14 Gwenda Av,2,h,800000.0,S,Ray,1/04/2017,3189,Southern Metropolitan,2555,14.3,Kingston City Council,400000.0,House
